,Ethnicity,Wikidata URI
/m/080j573,Dhagi,http://www.wikidata.org/entity/Q5268686
/m/0hzqgrb,Dhimar,http://www.wikidata.org/entity/Q5269562
/m/02wvzx0,Dikshitar,http://www.wikidata.org/entity/Q5276576
/m/0ddf9z,Dimasa people,http://www.wikidata.org/entity/Q5277171
/m/0131j_h1,Djeebbana people,http://www.wikidata.org/entity/Q5285273
/m/05fbf5b,Eastern Shawnee Tribe of Oklahoma,http://www.wikidata.org/entity/Q5330441
/m/03mc97y,Egyptians in Italy,http://www.wikidata.org/entity/Q5348523
/m/09v4ft9,English people in Paraguay,http://www.wikidata.org/entity/Q5378614
/m/0hr526q,Ervipiame,http://www.wikidata.org/entity/Q5396078
/m/0vzs737,Mexican immigration to Costa Rica,http://www.wikidata.org/entity/Q5398452
/m/052_zpn,Ezza people,http://www.wikidata.org/entity/Q5423090
/m/0drz8l9,Fijian Australian,http://www.wikidata.org/entity/Q5448186
/m/0hn9t4z,Filipinos in Honduras,http://www.wikidata.org/entity/Q5448638
/m/04g1zj9,French Australian,http://www.wikidata.org/entity/Q5501682
/m/09d7qq,Kanembu people,http://www.wikidata.org/entity/Q1723704
/m/0cv1p8,Karko people,http://www.wikidata.org/entity/Q1729674
/m/09x83r,Kel Ahaggar,http://www.wikidata.org/entity/Q1738137
/m/026gxlm,Kore people,http://www.wikidata.org/entity/Q1784307
/m/08fwhw,Calchaquí,http://www.wikidata.org/entity/Q2933667
/m/07bxtt,Haitian Canadians,http://www.wikidata.org/entity/Q2989348
/m/0gdww7,Ha people,http://www.wikidata.org/entity/Q2995962
/m/0180zw,Kikuyu,http://www.wikidata.org/entity/Q203178
/m/06mth_,Ami,http://www.wikidata.org/entity/Q205006
/m/03cbrlv,Haddad people,http://www.wikidata.org/entity/Q5637625
/m/02vrwr1,Hadjarai peoples,http://www.wikidata.org/entity/Q5637911
/m/030lc9,Lithuanian Brazilians,http://www.wikidata.org/entity/Q5765445
/m/026hjwt,Ngaanyatjarra,http://www.wikidata.org/entity/Q5767417
/m/0cr1tj,Homa people,http://www.wikidata.org/entity/Q5887347
/m/0pl1yb6,Hong Kong American,http://www.wikidata.org/entity/Q5894222
/m/011qcjd5,Colombians in Spain,http://www.wikidata.org/entity/Q5916409
/m/0134d0b8,Americans in Guatemala,http://www.wikidata.org/entity/Q5916503
/m/051vvzl,Iduwini tribe,http://www.wikidata.org/entity/Q5989857
/m/0c40vb2,Inaja and Cosmit Reservation,http://www.wikidata.org/entity/Q6013402
/m/0k3nc0r,Indians in Pakistan,http://www.wikidata.org/entity/Q6024119
/m/047prbl,Indians in Uganda,http://www.wikidata.org/entity/Q6024156
/m/027l2dk,Indigenous Norwegian Travellers,http://www.wikidata.org/entity/Q6024630
/m/0fb48w,Indo-Seychellois,http://www.wikidata.org/entity/Q6025558
/m/0cr2bs,Ingessana people,http://www.wikidata.org/entity/Q6032415
/m/0j9qm7d,Italian Cuban,http://www.wikidata.org/entity/Q6092709
/m/0j24cj3,Iyaelima people,http://www.wikidata.org/entity/Q6101243
/m/0drgf9,Turks in the United Kingdom,http://www.wikidata.org/entity/Q6112239
/m/02qpq8m,Jamaican Canadians,http://www.wikidata.org/entity/Q6127413
/m/0c495r,Jamali,http://www.wikidata.org/entity/Q6127667
/m/09gpz6w,Jat Muslim,http://www.wikidata.org/entity/Q6164458
/m/0b1fc8,Jeberti people,http://www.wikidata.org/entity/Q6172543
/m/09ffs_,Kanak,http://www.wikidata.org/entity/Q178631
/m/0g9y4rh,Javanese Surinamese,http://www.wikidata.org/entity/Q1463750
/m/0ggm0y,Shapsugs,http://www.wikidata.org/entity/Q1473943
/m/0gfdslj,Ngangela people,http://www.wikidata.org/entity/Q1493547
/m/027qp7n,Okanagan people,http://www.wikidata.org/entity/Q1509140
/m/026b7rb,Tajiks of Xinjiang,http://www.wikidata.org/entity/Q1520307
/m/0119_hpf,Russians in Austria,http://www.wikidata.org/entity/Q1532917
/m/01sn6m,Yakama,http://www.wikidata.org/entity/Q1540453
/m/04kf14,Yeniche people,http://www.wikidata.org/entity/Q371762
/m/0744kp,Nadruvians,http://www.wikidata.org/entity/Q376772
/m/0cd9mw,Heiban Nuba people,http://www.wikidata.org/entity/Q382879
/m/012fh,Afrikaners,http://www.wikidata.org/entity/Q385799
/m/019m1m,Arvanites,http://www.wikidata.org/entity/Q716937
/m/01190182,Albanians of Romania,http://www.wikidata.org/entity/Q719847
/m/05l_lg,Crimean Karaites,http://www.wikidata.org/entity/Q720982
/m/09djxt,Tekna,http://www.wikidata.org/entity/Q3062634
/m/0f4f42,Afro Argentines,http://www.wikidata.org/entity/Q3088284
/m/05c3fh1,Hungarians in Chile,http://www.wikidata.org/entity/Q3140110
/m/02qqcfl,Isoko people,http://www.wikidata.org/entity/Q3155516
/m/03csclk,Khuen people,http://www.wikidata.org/entity/Q3200179
/m/0100k8t4,Upper Kuskokwim people,http://www.wikidata.org/entity/Q12635022
/m/0yntsbd,Lithuanians in Uruguay,http://www.wikidata.org/entity/Q12675713
/m/07dk22,Ida'an,http://www.wikidata.org/entity/Q12688044
/m/043ql_9,Indonesian Canadians,http://www.wikidata.org/entity/Q12699188
/m/0zmxl3c,Black Welsh people,http://www.wikidata.org/entity/Q13127699
/m/07kfgkq,Bahun,http://www.wikidata.org/entity/Q13183983
/m/0kbjjwt,Sindhi Hindu,http://www.wikidata.org/entity/Q107074453
/m/02chwz,Chipewyan people,http://www.wikidata.org/entity/Q127515
/m/0gqqw,Bedouin,http://www.wikidata.org/entity/Q180688
/m/06gbnc,Welsh people,http://www.wikidata.org/entity/Q188353
/m/02pk05g,Wateree people,http://www.wikidata.org/entity/Q201711
/m/0897hw,Alur people,http://www.wikidata.org/entity/Q202353
/m/03d8bvj,Rikbaktsa people,http://www.wikidata.org/entity/Q202511
/m/02hwh62,Tolupan people,http://www.wikidata.org/entity/Q202860
/m/01styx,Pipil people,http://www.wikidata.org/entity/Q267410
/m/0b7kr7,Psylli,http://www.wikidata.org/entity/Q268467
/m/0869mz,South Slavs,http://www.wikidata.org/entity/Q273824
/m/08371r,Hawiye,http://www.wikidata.org/entity/Q1591667
/m/02vx8h2,Darkhad,http://www.wikidata.org/entity/Q1628371
/m/0bxk0s,Igbomina people,http://www.wikidata.org/entity/Q1639658
/m/0fz_gg,Lawa people,http://www.wikidata.org/entity/Q1640224
/m/02fzq3,Kumyks,http://www.wikidata.org/entity/Q211018
/m/011lcx,Wyandot people,http://www.wikidata.org/entity/Q213396
/m/0ffj5g,Austrian Americans,http://www.wikidata.org/entity/Q324216
/m/02jl5s,Belgae,http://www.wikidata.org/entity/Q337104
/m/0gb51l,Shubi people,http://www.wikidata.org/entity/Q3892605
/m/08j65q,Bisharin tribe,http://www.wikidata.org/entity/Q3893641
/m/05k_z7,Papora people,http://www.wikidata.org/entity/Q3908410
/m/01xttd,Soliga tribe,http://www.wikidata.org/entity/Q3915826
/m/04kf1k,Koireng people,http://www.wikidata.org/entity/Q3937788
/m/0b76qcj,Ikpeng people,http://www.wikidata.org/entity/Q4001119
/m/04ljppy,Armenians in Spain,http://www.wikidata.org/entity/Q4069688
/m/0283lhp,Armenians in Ukraine,http://www.wikidata.org/entity/Q4069701
/m/02w6gqz,Assyrians in Russia,http://www.wikidata.org/entity/Q4071450
/m/04q75gh,Turks in Saudi Arabia,http://www.wikidata.org/entity/Q4116699
/m/0411s1y,Iranian Kazakhs,http://www.wikidata.org/entity/Q4118494
/m/0119r0z6,Vietnamese people in Russia,http://www.wikidata.org/entity/Q4130083
/m/010gnnr_,Zabolotnie Tatars,http://www.wikidata.org/entity/Q4182523
/m/01wwyj,Salar people,http://www.wikidata.org/entity/Q336258
/m/05fc7v,Acholi people,http://www.wikidata.org/entity/Q340581
/m/03g2tj,Aja people,http://www.wikidata.org/entity/Q357684
/m/0dqqwy,Danish Americans,http://www.wikidata.org/entity/Q3015339
/m/0h1gn9b,Fali people,http://www.wikidata.org/entity/Q3064750
/m/05c5y3v,Romani people in North Macedonia,http://www.wikidata.org/entity/Q3070998
/m/0bx0nf,Ladino people,http://www.wikidata.org/entity/Q3088076
/m/0gdmgd,Rangi people,http://www.wikidata.org/entity/Q3140807
/m/033njm,Irish Canadians,http://www.wikidata.org/entity/Q3154490
/m/02w87_r,Kouloughlis,http://www.wikidata.org/entity/Q3199283
/m/027bfdp,Kehek,http://www.wikidata.org/entity/Q3201091
/m/0zdqlh0,South Sudanese Americans,http://www.wikidata.org/entity/Q17020551
/m/0_1k45x,Vietnamese in Malaysia,http://www.wikidata.org/entity/Q17030899
/m/010s57c8,Indian community in the Dominican Republic,http://www.wikidata.org/entity/Q17051996
/m/0_xc08r,Nigerian immigration to Brazil,http://www.wikidata.org/entity/Q17052722
/m/047s6wm,Indians in Zimbabwe,http://www.wikidata.org/entity/Q17056404
/m/010f50np,Jhinwar,http://www.wikidata.org/entity/Q17059270
/m/08khn1,Ngoni people,http://www.wikidata.org/entity/Q17109664
/m/0w1d38r,Jalaids,http://www.wikidata.org/entity/Q17214166
/m/011c9p8f,Copts (ethnic group),http://www.wikidata.org/entity/Q17409176
/m/0135z5fc,Croats in Bolivia,http://www.wikidata.org/entity/Q17634751
/m/011q027h,Italians in New Orleans,http://www.wikidata.org/entity/Q17642903
/m/011x6b0x,Kurdish Canadians,http://www.wikidata.org/entity/Q18127012
/m/0120zn1w,Uzbek Canadians,http://www.wikidata.org/entity/Q18166562
/m/011c62mv,Kurds in New Zealand,http://www.wikidata.org/entity/Q18167554
/m/011v7pby,Angkola people,http://www.wikidata.org/entity/Q18205255
/m/0123hqxb,Manx Canadians,http://www.wikidata.org/entity/Q18324498
/m/0123r3jd,Mandaeans in Sweden,http://www.wikidata.org/entity/Q18352116
/m/0k7t83h,Moluccans,http://www.wikidata.org/entity/Q18536071
/m/012hz4x_,Albanians in Egypt,http://www.wikidata.org/entity/Q18712738
/m/047g310,Bwe people,http://www.wikidata.org/entity/Q19717829
/m/012r1z_9,Chinese people in the DRC,http://www.wikidata.org/entity/Q19840043
/m/012hpkw6,Serbs in South Africa,http://www.wikidata.org/entity/Q19860871
/m/012zvbqt,Coptic American,http://www.wikidata.org/entity/Q19869428
/m/012w4sbc,South African Canadians,http://www.wikidata.org/entity/Q19875791
/m/013341_8,Matapeake tribe,http://www.wikidata.org/entity/Q19876891
/m/020vw0,Votes,http://www.wikidata.org/entity/Q836660
/m/02gkfc,Lemkos,http://www.wikidata.org/entity/Q837881
/m/0x157mb,Kickapoo Tribe in Kansas,http://www.wikidata.org/entity/Q16998330
/m/02pbp0q,Kiryathil Nair,http://www.wikidata.org/entity/Q17004716
/m/0vxglcl,Black Carib,http://www.wikidata.org/entity/Q17005677
/m/0bxjjr,Mazari tribe,http://www.wikidata.org/entity/Q17009747
/m/084syw,Romanians of Serbia,http://www.wikidata.org/entity/Q17015980
/m/0ywz4zk,Nigerian Australian,http://www.wikidata.org/entity/Q17017179
/m/04rpxy,Tequesta,http://www.wikidata.org/entity/Q2501199
/m/0261knc,Turks of Romania,http://www.wikidata.org/entity/Q2509562
/m/0gcymg,Iramba people,http://www.wikidata.org/entity/Q2510251
/m/03cfmc5,Lu people,http://www.wikidata.org/entity/Q2519741
/m/0546k_,Ngalop,http://www.wikidata.org/entity/Q2525402
/m/04jmdx,Moravians,http://www.wikidata.org/entity/Q756716
/m/02szkl,Atsugewi,http://www.wikidata.org/entity/Q757788
/m/02lhs9,Ordovices,http://www.wikidata.org/entity/Q768052
/m/0j441ml,Wolani people,http://www.wikidata.org/entity/Q769410
/m/01wwqj,Hani people,http://www.wikidata.org/entity/Q476550
/m/019q2v,Y Wladfa,http://www.wikidata.org/entity/Q478236
/m/0119h5j8,Italians in Germany,http://www.wikidata.org/entity/Q481161
/m/047nf9r,Tillamook,http://www.wikidata.org/entity/Q486643
/m/03q6nt,Guugu Yimithirr people,http://www.wikidata.org/entity/Q488790
/m/09v1kr4,Masovians,http://www.wikidata.org/entity/Q492686
/m/0mdg_,Creole,http://www.wikidata.org/entity/Q498640
/m/03mdj3l,Androscoggin people,http://www.wikidata.org/entity/Q465864
/m/01t106,Yuezhi,http://www.wikidata.org/entity/Q467985
/m/0ryvpgd,Tollensians,http://www.wikidata.org/entity/Q473959
/m/071nhv,Kata people,http://www.wikidata.org/entity/Q6374985
/m/07d9fr,Katang people,http://www.wikidata.org/entity/Q6375095
/m/0cv20w,Keiga Jirru people,http://www.wikidata.org/entity/Q6383580
/m/04y7qg1,Kharduri people,http://www.wikidata.org/entity/Q6400622
/m/07blwn,Kheng people,http://www.wikidata.org/entity/Q6401295
/m/0g5q9tp,Kisan,http://www.wikidata.org/entity/Q6416390
/m/0287d5f,Kodaku people,http://www.wikidata.org/entity/Q6425157
/m/065wkq,Kofyar people,http://www.wikidata.org/entity/Q6425743
/m/06vzmx,Kom people,http://www.wikidata.org/entity/Q6428018
/m/07kfkw7,Komarpant,http://www.wikidata.org/entity/Q6428164
/m/027dxks,Konar,http://www.wikidata.org/entity/Q6428781
/m/09g87dz,Koore people,http://www.wikidata.org/entity/Q6430754
/m/02qrs4h,Koreans in the Arab world,http://www.wikidata.org/entity/Q6432081
/m/0f3frl,Kuku Yalanji people,http://www.wikidata.org/entity/Q6442586
/m/03wgxsl,Kulobi people,http://www.wikidata.org/entity/Q6443181
/m/0n_b9hl,Kurds in Turkmenistan,http://www.wikidata.org/entity/Q6445823
/m/0gdn26,Kwavi people,http://www.wikidata.org/entity/Q6450269
/m/04grv3x,Kanjar,http://www.wikidata.org/entity/Q6454284
/m/02vyq4n,La Pointe Band of Lake Superior Chippewa,http://www.wikidata.org/entity/Q6464514
/m/01_xgn,Laotian American,http://www.wikidata.org/entity/Q6488006
/m/03m5_4t,Laotian Australian,http://www.wikidata.org/entity/Q6488008
/m/0809yg,Laotians in France,http://www.wikidata.org/entity/Q6488024
/m/03d3xv9,Latin American Australians,http://www.wikidata.org/entity/Q6496200
/m/0463jcn,latvian brazilian,http://www.wikidata.org/entity/Q6497327
/m/0h1jws,Lua people,http://www.wikidata.org/entity/Q6694966
/m/0gvshgy,Luso-Indian,http://www.wikidata.org/entity/Q6705204
/m/04yb97_,Macedonian Argentine,http://www.wikidata.org/entity/Q6723110
/m/09v6zqq,Macedonians in Denmark,http://www.wikidata.org/entity/Q6723190
/m/0dlnq6y,Macedonians in Hungary,http://www.wikidata.org/entity/Q6723195
/m/0dlnvqm,Macedonians in Montenegro,http://www.wikidata.org/entity/Q6723199
/m/0bs2g21,Malayali Australian,http://www.wikidata.org/entity/Q6741589
/m/05c2lfl,Mali caste,http://www.wikidata.org/entity/Q6743325
/m/0h_bgz4,Mbo people,http://www.wikidata.org/entity/Q6799708
/m/053k070,Mgbo people,http://www.wikidata.org/entity/Q6826833
/m/05mvb1b,Miami Tribe of Oklahoma,http://www.wikidata.org/entity/Q6827436
/m/01nbjb,Igbo people,http://www.wikidata.org/entity/Q244157
/m/0cs6s2,Altai people,http://www.wikidata.org/entity/Q244735
/m/05nw3y,Sto:lo,http://www.wikidata.org/entity/Q821915
/m/03hlc_,Nuer people,http://www.wikidata.org/entity/Q822279
/m/04q9h4s,Chinese people in Germany,http://www.wikidata.org/entity/Q822925
/m/0404zl,Besermyan,http://www.wikidata.org/entity/Q830176
/m/04gp91l,Croatian German,http://www.wikidata.org/entity/Q836398
/m/06j2v,Romani,http://www.wikidata.org/entity/Q8060
/m/01c2ls,Chugach,http://www.wikidata.org/entity/Q3205308
/m/04d_z_6,Irish Chilean,http://www.wikidata.org/entity/Q3259522
/m/028532l,Lucuidonenses,http://www.wikidata.org/entity/Q3265989
/m/04_pnd,Tairora people,http://www.wikidata.org/entity/Q7676374
/m/025_nn0,Taiwanese Canadians,http://www.wikidata.org/entity/Q7676603
/m/05p2y_0,Tajiks in Pakistan,http://www.wikidata.org/entity/Q7676855
/m/0c3l_1,Tampuan people,http://www.wikidata.org/entity/Q7681822
/m/09wq1_,Tarkhan,http://www.wikidata.org/entity/Q7686262
/m/03fnx2,Tboli people,http://www.wikidata.org/entity/Q7690595
/m/0fz03v,Texcuexes,http://www.wikidata.org/entity/Q7692889
/m/0828vj,Telugu Brahmins,http://www.wikidata.org/entity/Q7697877
/m/0d1l2d,Temein people,http://www.wikidata.org/entity/Q7698066
/m/0479xtk,Thaua people,http://www.wikidata.org/entity/Q7711416
/m/0d26rb,Tirma people,http://www.wikidata.org/entity/Q7809242
/m/0gy1c9f,Tjimba people,http://www.wikidata.org/entity/Q7810618
/m/0by1rj_,Torres-Martinez Desert Cahuilla Indians,http://www.wikidata.org/entity/Q7827058
/m/0d2sd6,Tumma people,http://www.wikidata.org/entity/Q7852652
/m/0c3xxlx,Turks,http://www.wikidata.org/entity/Q7854999
/m/05h3xky,Turks in Hungary,http://www.wikidata.org/entity/Q7855506
/m/05mxb61,Turks in South Africa,http://www.wikidata.org/entity/Q7855528
/m/04q9c8t,Turks in Spain,http://www.wikidata.org/entity/Q7855529
/m/0gts_bq,Ukrainians in Lithuania,http://www.wikidata.org/entity/Q7878565
/m/0763p8,Rutul people,http://www.wikidata.org/entity/Q933163
/m/041g5p,Ubykh people,http://www.wikidata.org/entity/Q969667
/m/0gw9t8,Mbundu people,http://www.wikidata.org/entity/Q460091
/m/06613z,Rohingya people,http://www.wikidata.org/entity/Q464529
/m/04czc7h,Albiones,http://www.wikidata.org/entity/Q340098
/m/07g_2v,Cáhita,http://www.wikidata.org/entity/Q358250
/m/014wqk,Aequi,http://www.wikidata.org/entity/Q381053
/m/04q30kv,Afghans in Germany,http://www.wikidata.org/entity/Q383203
/m/02z1m5b,European people,http://www.wikidata.org/entity/Q394067
/m/0lq0w8j,Eloyi people,http://www.wikidata.org/entity/Q401964
/m/039lrg,Clatsop people,http://www.wikidata.org/entity/Q576523
/m/027n36,Sotho people,http://www.wikidata.org/entity/Q577576
/m/02pt9lf,Korean Australian,http://www.wikidata.org/entity/Q579104
/m/01qb50,Ohlone people,http://www.wikidata.org/entity/Q598406
/m/0407jxz,Friulians,http://www.wikidata.org/entity/Q605843
/m/012c1l,French Canadians,http://www.wikidata.org/entity/Q857880
/m/0118ddp2,Armenians in the Ottoman Empire,http://www.wikidata.org/entity/Q891146
/m/0ch3xwv,Saterland Frisians,http://www.wikidata.org/entity/Q896728
/m/03h55hh,Dassaretae,http://www.wikidata.org/entity/Q902459
/m/07kfqn9,Asho people,http://www.wikidata.org/entity/Q13079282
/m/0bt3r8,Kemak people,http://www.wikidata.org/entity/Q13479550
/m/0ch4w3,Beary,http://www.wikidata.org/entity/Q13562131
/m/02rgjkw,Indian diaspora in Southeast Africa,http://www.wikidata.org/entity/Q13637873
/m/0g5r8pk,Iranians in Qatar,http://www.wikidata.org/entity/Q14214612
/m/0wxpb5d,Sangirese people,http://www.wikidata.org/entity/Q14657885
/m/0sggdhd,Iranians in Iraq,http://www.wikidata.org/entity/Q15061951
/m/04n7g3q,nisei,http://www.wikidata.org/entity/Q15215155
/m/0_848th,Dayak Mualang,http://www.wikidata.org/entity/Q15622998
/m/0zmz913,Zoroastrianism in India,http://www.wikidata.org/entity/Q15629688
/m/0q3_9jk,Indians in the Netherlands,http://www.wikidata.org/entity/Q16056353
/m/01258qqj,Sewee,http://www.wikidata.org/entity/Q16110373
/m/010lqm1v,Pima Bajo,http://www.wikidata.org/entity/Q16110762
/m/0yqmqtn,Romani people in Syria,http://www.wikidata.org/entity/Q16125246
/m/0wj607r,Karuk Tribe,http://www.wikidata.org/entity/Q16147059
/m/0s8x69p,Malians in France,http://www.wikidata.org/entity/Q16147412
/m/012zv0j8,Copts in Sudan,http://www.wikidata.org/entity/Q19893522
/m/0138ndt3,Palestinian Salvadoran,http://www.wikidata.org/entity/Q20036777
/m/0w1ff3m,Myangad,http://www.wikidata.org/entity/Q20611350
/m/012k_07p,Icelandic Brazilian,http://www.wikidata.org/entity/Q20715890
/m/013dc2mt,Americans in the United Arab Emirates,http://www.wikidata.org/entity/Q21028316
/m/04mzs9r,Moluche people,http://www.wikidata.org/entity/Q2022264
/m/011f26gq,Qaradaghis,http://www.wikidata.org/entity/Q2023676
/m/04g1l65,Godoberi people,http://www.wikidata.org/entity/Q2029805
/m/027nt42,Squamish,http://www.wikidata.org/entity/Q2034266
/m/0n90c66,Tozhu Tuvans,http://www.wikidata.org/entity/Q2045605
/m/025ty_l,Chinese diaspora in France,http://www.wikidata.org/entity/Q2061398
/m/0119045m,Hungarian Argentines,http://www.wikidata.org/entity/Q2079601
/m/0hrc757,Lega people,http://www.wikidata.org/entity/Q2088223
/m/03zn3f,maroons,http://www.wikidata.org/entity/Q445485
/m/01wwl3,Yi people,http://www.wikidata.org/entity/Q461282
/m/07wsyr,Thai people,http://www.wikidata.org/entity/Q472834
/m/02c31t,Lithuanians,http://www.wikidata.org/entity/Q186192
/m/02tbv6,Montenegrins,http://www.wikidata.org/entity/Q19109
/m/052vhj,Buzhans,http://www.wikidata.org/entity/Q1017293
/m/02qccpx,Heishui Mohe,http://www.wikidata.org/entity/Q1036814
/m/02llz1,Don Cossacks,http://www.wikidata.org/entity/Q1057292
/m/04k3l_,Chichimeca,http://www.wikidata.org/entity/Q1072137
/m/03cflsm,Phù Lá people,http://www.wikidata.org/entity/Q1083221
/m/02pvxpb,Cinta Larga people,http://www.wikidata.org/entity/Q1092569
/m/0c3z944,Sardinians,http://www.wikidata.org/entity/Q2140968
/m/07l65f,Yamasee,http://www.wikidata.org/entity/Q2165898
/m/0f7257,Proto-Malay,http://www.wikidata.org/entity/Q2229557
/m/05696k,Shammar,http://www.wikidata.org/entity/Q2230906
/m/05sf2x,Italian Canadians,http://www.wikidata.org/entity/Q2254415
/m/0xnvg,Italian Americans,http://www.wikidata.org/entity/Q974693
/m/07m78y,Yuracaré people,http://www.wikidata.org/entity/Q978494
/m/03nn_c,Xavante,http://www.wikidata.org/entity/Q978982
/m/028bjt,Indo Fijians,http://www.wikidata.org/entity/Q1009633
/m/09vyh5,Pare people,http://www.wikidata.org/entity/Q612976
/m/02ldrr,Demetae,http://www.wikidata.org/entity/Q616149
/m/037gkw,Walser,http://www.wikidata.org/entity/Q616803
/m/0c7_w3,Serrano people,http://www.wikidata.org/entity/Q617532
/m/05k_lm,Babuza people,http://www.wikidata.org/entity/Q619826
/m/07lj9t,Ga-Adangbe people,http://www.wikidata.org/entity/Q627897
/m/0725t,Sengoi people,http://www.wikidata.org/entity/Q2271269
/m/02pmg0q,Mambila people,http://www.wikidata.org/entity/Q2275739
/m/027c568,Jakaltek people,http://www.wikidata.org/entity/Q2327182
/m/05ntp,Ottoman Turks,http://www.wikidata.org/entity/Q2359535
/m/02067b,Taurini,http://www.wikidata.org/entity/Q2362001
/m/0h3ns_,Chichimeca Jonaz people,http://www.wikidata.org/entity/Q2365052
/m/027kdtx,Taku people,http://www.wikidata.org/entity/Q2389700
/m/03c4890,Berta people,http://www.wikidata.org/entity/Q827528
/m/02p8b5h,Shiwei,http://www.wikidata.org/entity/Q836453
/m/03csz8m,Khorat Thai,http://www.wikidata.org/entity/Q842823
/m/06702q,Kalash people,http://www.wikidata.org/entity/Q845748
/m/05tq5v,ǃKung people,http://www.wikidata.org/entity/Q847913
/m/02vz7qy,Arevaci,http://www.wikidata.org/entity/Q2527467
/m/02s_b9,Maidu,http://www.wikidata.org/entity/Q2533493
/m/0289z8v,Dalmatian Italians,http://www.wikidata.org/entity/Q2533689
/m/027wjcy,Tlapanec people,http://www.wikidata.org/entity/Q2537385
/m/0ct9qx,Mam people,http://www.wikidata.org/entity/Q2563726
/m/02wv8vv,Achuar people,http://www.wikidata.org/entity/Q2566194
/m/03d7_sk,Moroccan Canadians,http://www.wikidata.org/entity/Q6913100
/m/0bwkh6w,Muley Jats,http://www.wikidata.org/entity/Q6933931
/m/070jjd,Mungo people,http://www.wikidata.org/entity/Q6936044
/m/04ghdwr,Nanticoke Indian Association,http://www.wikidata.org/entity/Q6964326
/m/0gjcs2_,Nepalis in Saudi Arabia,http://www.wikidata.org/entity/Q6994559
/m/0drywzm,Nepalis in Singapore,http://www.wikidata.org/entity/Q6994561
/m/02rb3zl,Nicaraguan Americans,http://www.wikidata.org/entity/Q7024433
/m/027kv71,Nukunu people,http://www.wikidata.org/entity/Q7068903
/m/05b5zm_,Ogbe tribe,http://www.wikidata.org/entity/Q7079875
/m/03chh83,Orokaiva people,http://www.wikidata.org/entity/Q7103754
/m/02r6ljy,Osman Mahmoud,http://www.wikidata.org/entity/Q7107088
/m/03npsnl,Pakistanis in Denmark,http://www.wikidata.org/entity/Q7125935
/m/0g56g9q,Pakistanis in Hong Kong,http://www.wikidata.org/entity/Q7125937
/m/04q35gz,Pakistanis in Malaysia,http://www.wikidata.org/entity/Q7125950
/m/0gttnkk,Palestinian Australian,http://www.wikidata.org/entity/Q7127364
/m/0n47l8q,Palestinians in Jordan,http://www.wikidata.org/entity/Q7127438
/m/03m9nf2,Palestinians in Iraq,http://www.wikidata.org/entity/Q7127440
/m/0bmgc9d,Pathans of Gujarat,http://www.wikidata.org/entity/Q7144701
/m/0b6lcs4,Pinjara,http://www.wikidata.org/entity/Q7195920
/m/0134j9m9,Hoklo Taiwanese,http://www.wikidata.org/entity/Q7223451
/m/076x38l,Ponca Tribe of Oklahoma,http://www.wikidata.org/entity/Q7227577
/m/04g2ntn,Portuguese Australian,http://www.wikidata.org/entity/Q7232615
/m/04lbqm,Portuguese Guyanese,http://www.wikidata.org/entity/Q7232639
/m/02vkyb6,Portuguese South African,http://www.wikidata.org/entity/Q7232689
/m/0g53cfy,Portuguese in the Netherlands,http://www.wikidata.org/entity/Q7232721
/m/0n49jgf,Potapoco,http://www.wikidata.org/entity/Q7234673
/m/03csdfv,Pray people,http://www.wikidata.org/entity/Q7238977
/m/025_7b3,Quem people,http://www.wikidata.org/entity/Q7271211
/m/06bkf,Québécois,http://www.wikidata.org/entity/Q7273097
/m/03h28cp,Raizal,http://www.wikidata.org/entity/Q7285231
/m/064pk7b,Achomi people,http://www.wikidata.org/entity/Q12210943
/m/0520604,Mangaloreans,http://www.wikidata.org/entity/Q12352241
/m/0tkgb88,Gorontaloan people,http://www.wikidata.org/entity/Q12517221
/m/0125gyf_,Singkil people,http://www.wikidata.org/entity/Q12517257
/m/0hgsg,Xukuru people,http://www.wikidata.org/entity/Q2918541
/m/0cbtz7,Caduveo (Kadiweu people),http://www.wikidata.org/entity/Q2932811
/m/0406c81,Tsimané people,http://www.wikidata.org/entity/Q2963649
/m/0fb1t_,Chinois,http://www.wikidata.org/entity/Q2963786
/m/04435c,Utsul,http://www.wikidata.org/entity/Q2996371
/m/03cr516,Greeks in France,http://www.wikidata.org/entity/Q3026375
/m/0118vpx_,Italian French,http://www.wikidata.org/entity/Q3026382
/m/07s9gww,Lebanese people in France,http://www.wikidata.org/entity/Q3026385
/m/0s8wfk_,Senegalese French,http://www.wikidata.org/entity/Q16147708
/m/0vxfqf_,Aimaq Hazara,http://www.wikidata.org/entity/Q16147843
/m/0_1h1wj,Dakota people,http://www.wikidata.org/entity/Q16148367
/m/0x182sx,Winnebago Tribe of Nebraska,http://www.wikidata.org/entity/Q16148824
/m/0zdr1_t,Hispanic and Latino Americans in Florida,http://www.wikidata.org/entity/Q16150764
/m/0_fs67d,Hispanic and Latino Americans in New Mexico,http://www.wikidata.org/entity/Q16150799
/m/04f_jcx,Moldovan American,http://www.wikidata.org/entity/Q16150922
/m/0g55b48,Ugandans in India,http://www.wikidata.org/entity/Q16151087
/m/0vps4yg,Sami American,http://www.wikidata.org/entity/Q16151143
/m/0w663sc,Sammarinese American,http://www.wikidata.org/entity/Q16151158
/m/0vptmbf,White Dominican,http://www.wikidata.org/entity/Q16151308
/m/0w2zgmy,Americans in Ecuador,http://www.wikidata.org/entity/Q16152130
