,Ethnicity,Wikidata URI
/m/0y6fnn2,German Nebraskan,http://www.wikidata.org/entity/Q16152824
/m/011bk1gq,Ghanaian Arabs,http://www.wikidata.org/entity/Q16152842
/m/0w1g2hn,Palauan American,http://www.wikidata.org/entity/Q16153682
/m/0vztlk7,Afro-Antiguan and Barbudan,http://www.wikidata.org/entity/Q16153737
/m/0w1d6qg,Afro-Aruban,http://www.wikidata.org/entity/Q16153746
/m/02p_gby,Rusyn American,http://www.wikidata.org/entity/Q16197531
/m/0fx29t,Iraqi biradri,http://www.wikidata.org/entity/Q16211347
/m/0_lmqtr,Tunumiit,http://www.wikidata.org/entity/Q16211790
/m/0268s9x,Manganiar,http://www.wikidata.org/entity/Q16213004
/m/01026n1q,Marathi Muslims,http://www.wikidata.org/entity/Q16213051
/m/064nbly,Kula people,http://www.wikidata.org/entity/Q6442717
/m/01195jsh,Kurds in Japan,http://www.wikidata.org/entity/Q6445813
/m/05szj0l,Kurtey people,http://www.wikidata.org/entity/Q6447182
/m/0gdr94,Kutu people,http://www.wikidata.org/entity/Q6448637
/m/09gjrh3,Kwasio people,http://www.wikidata.org/entity/Q6450249
/m/0gxzjp3,Kwisi people,http://www.wikidata.org/entity/Q6450474
/m/0c02n9r,Lalkhani,http://www.wikidata.org/entity/Q6480443
/m/09v4074,Langha,http://www.wikidata.org/entity/Q6486053
/m/0glr43y,Lebanese Greek,http://www.wikidata.org/entity/Q6510897
/m/080pg3d,Lodha people,http://www.wikidata.org/entity/Q6666357
/m/0dln71n,Macedonians in Austria,http://www.wikidata.org/entity/Q6723187
/m/0805c6t,Macedonians in Poland,http://www.wikidata.org/entity/Q6723201
/m/07kbyk7,Macedonians in the Czech Republic,http://www.wikidata.org/entity/Q6723205
/m/03nwmcz,Magh people,http://www.wikidata.org/entity/Q6730382
/m/0cc9kd1,Malkh,http://www.wikidata.org/entity/Q6743881
/m/0cjrkb,Mandokhel,http://www.wikidata.org/entity/Q6748132
/m/07flvr,Maragang,http://www.wikidata.org/entity/Q6754624
/m/04jktqm,Marathi Christians,http://www.wikidata.org/entity/Q6754981
/m/09ccsg,Masbateño people,http://www.wikidata.org/entity/Q6782825
/m/05pcd9b,Mattawoman,http://www.wikidata.org/entity/Q6789629
/m/09v3whb,Mauritanians in Senegal,http://www.wikidata.org/entity/Q6793734
/m/0cr3__,Med people,http://www.wikidata.org/entity/Q6804954
/m/0bmhpm4,Middle Eastern New Zealanders,http://www.wikidata.org/entity/Q6841375
/m/0k2886n,Tsogo people,http://www.wikidata.org/entity/Q6882954
/m/03d10ks,Mofu,http://www.wikidata.org/entity/Q6890376
/m/0p76kq1,Mono people,http://www.wikidata.org/entity/Q6901295
/m/06zs8n8,Montenegrin Canadians,http://www.wikidata.org/entity/Q6905149
/m/047cs4t,Montserratians in the United Kingdom,http://www.wikidata.org/entity/Q6906614
/m/07kmfr,Apiacá people,http://www.wikidata.org/entity/Q2415009
/m/07k5mjp,Jek people,http://www.wikidata.org/entity/Q2431931
/m/028bs0_,Lechites,http://www.wikidata.org/entity/Q2446303
/m/048b4t,Tugen people,http://www.wikidata.org/entity/Q2459298
/m/04crk4v,Tsez people,http://www.wikidata.org/entity/Q2476783
/m/05zx91m,Arbanasi people,http://www.wikidata.org/entity/Q2484412
/m/055b8w,Burtas,http://www.wikidata.org/entity/Q2498792
/m/080hwc2,Turks in Libya,http://www.wikidata.org/entity/Q7855517
/m/076zp5t,Turks in Russia,http://www.wikidata.org/entity/Q7855526
/m/06ww2t,Turtle Mountain Band of Chippewa Indians,http://www.wikidata.org/entity/Q7856433
/m/0h7mstn,Turumbu people,http://www.wikidata.org/entity/Q7856507
/m/03d3tnr,Uma baka',http://www.wikidata.org/entity/Q7881033
/m/09dj4b,United Remnant Band of the Shawnee Nation,http://www.wikidata.org/entity/Q7889100
/m/0465dsb,Uruguayan Australian,http://www.wikidata.org/entity/Q7901453
/m/0hzr3zm,Ve people,http://www.wikidata.org/entity/Q7917675
/m/0nhhxz4,Vietnamese people in Laos,http://www.wikidata.org/entity/Q7928667
/m/011bpg0f,Vietnamese people in the United Kingdom,http://www.wikidata.org/entity/Q7928672
/m/04jntqt,White Namibians,http://www.wikidata.org/entity/Q7995099
/m/07qq_d,Yasika,http://www.wikidata.org/entity/Q8049784
/m/0d3d5s,Yerwa Kanuri people,http://www.wikidata.org/entity/Q8052694
/m/0h96xt4,Yimchunger,http://www.wikidata.org/entity/Q8053633
/m/0fp8hy,Zou people,http://www.wikidata.org/entity/Q8073809
/m/04yds5c,Macedonians in Brazil,http://www.wikidata.org/entity/Q10322748
/m/010pfx89,Crimean Tatars in Turkey,http://www.wikidata.org/entity/Q10980738
/m/04gpxgn,Mugali,http://www.wikidata.org/entity/Q11156256
/m/0b219m,Whadjuk,http://www.wikidata.org/entity/Q11267380
/m/02wcbj_,Bolivian American,http://www.wikidata.org/entity/Q11685635
/m/08w5hh,Serbs in Vojvodina,http://www.wikidata.org/entity/Q12068733
/m/0gwkx3,Plains and Sierra Miwok,http://www.wikidata.org/entity/Q12159128
/m/0_x96l_,Ukrainians of Croatia,http://www.wikidata.org/entity/Q12163818
/m/0g591v7,Vietnamese community of Berlin,http://www.wikidata.org/entity/Q12179365
/m/04066r0,Rau peoples,http://www.wikidata.org/entity/Q7296093
/m/0d918f,Red Cliff Band of Lake Superior Chippewa,http://www.wikidata.org/entity/Q7303906
/m/01skbt,Redbone,http://www.wikidata.org/entity/Q7305479
/m/0118tmfc,Romani people in the Czech Republic,http://www.wikidata.org/entity/Q7361512
/m/0c53dx,Russians in Australia,http://www.wikidata.org/entity/Q7382296
/m/02x32cf,Ruwallah,http://www.wikidata.org/entity/Q7383585
/m/0bmbts5,Sac and Fox Tribe of the Mississippi in Iowa,http://www.wikidata.org/entity/Q7396546
/m/0k8x62l,Sakonnet,http://www.wikidata.org/entity/Q7403051
/m/049k5m,Salinan,http://www.wikidata.org/entity/Q7404641
/m/0j651qz,Salvadoran immigration to Mexico,http://www.wikidata.org/entity/Q7406499
/m/080jwqm,Samantha Kshatriya,http://www.wikidata.org/entity/Q7408687
/m/0bldn5,Sammamish people,http://www.wikidata.org/entity/Q7409645
/m/0b4kk6,Santee tribe,http://www.wikidata.org/entity/Q7420117
/m/0by1414,Saudi American,http://www.wikidata.org/entity/Q7427084
/m/080kvwj,Scowlitz First Nation,http://www.wikidata.org/entity/Q7438676
/m/0h55b91,Temiar people,http://www.wikidata.org/entity/Q7448359
/m/0b75_94,Serbs in Bulgaria,http://www.wikidata.org/entity/Q7452993
/m/06zrgfb,Sere people,http://www.wikidata.org/entity/Q7453059
/m/05fcbl6,Shawnee Tribe,http://www.wikidata.org/entity/Q7491572
/m/076w0xv,Silawat,http://www.wikidata.org/entity/Q7514267
/m/03npgkt,Simte people,http://www.wikidata.org/entity/Q7521269
/m/0gmvsy,Singhal,http://www.wikidata.org/entity/Q7523478
/m/0_v5zm_,Slovaks in Serbia,http://www.wikidata.org/entity/Q7541678
/m/06fcrz,Slovene Canadians,http://www.wikidata.org/entity/Q7541696
/m/0g5rkt4,Corsicans,http://www.wikidata.org/entity/Q509590
/m/0gcnkc,Okiek people,http://www.wikidata.org/entity/Q517860
/m/0h2138,Czech Americans,http://www.wikidata.org/entity/Q518188
/m/04lh29b,Greeks in Albania,http://www.wikidata.org/entity/Q533226
/m/03d6sgm,Meratus Dayak,http://www.wikidata.org/entity/Q2567472
/m/04mkzn,Punu people,http://www.wikidata.org/entity/Q2576790
/m/0c9s43,Dukha,http://www.wikidata.org/entity/Q2604698
/m/068v57,Cirebonese,http://www.wikidata.org/entity/Q2608045
/m/020pyp,Poleszuk,http://www.wikidata.org/entity/Q2618942
/m/081scg,Luo people of Kenya and Tanzania,http://www.wikidata.org/entity/Q12826303
/m/0h1c01s,Daingnet people,http://www.wikidata.org/entity/Q13067821
/m/07tc8,Uyghur,http://www.wikidata.org/entity/Q46118
/m/0gb3sv,Wanji people,http://www.wikidata.org/entity/Q3892270
/m/0g9n10,Sangu people,http://www.wikidata.org/entity/Q3892531
/m/0gdr7s,Kw'adza people,http://www.wikidata.org/entity/Q3915723
/m/01197vs_,Russians in Bulgaria,http://www.wikidata.org/entity/Q3920817
/m/035ww5,Nagarathar,http://www.wikidata.org/entity/Q3986598
/m/0g55srt,Çelebi,http://www.wikidata.org/entity/Q4025255
/m/07scb93,Armenians in Crimea,http://www.wikidata.org/entity/Q4069690
/m/03qdzrv,Bongo people (Pygmy),http://www.wikidata.org/entity/Q4074491
/m/0118x_bf,Palestinian community in Chile,http://www.wikidata.org/entity/Q4115475
/m/027bh9j,Persians in Bahrain,http://www.wikidata.org/entity/Q4115738
/m/0bh80zh,Deva people,http://www.wikidata.org/entity/Q4172037
/m/0nhh2f6,Yomut,http://www.wikidata.org/entity/Q4205925
/m/03w9nsd,Indonesian Australians,http://www.wikidata.org/entity/Q4207418
/m/099q91,Cambodians in France,http://www.wikidata.org/entity/Q4210784
/m/0sggr8y,Mamkhegh,http://www.wikidata.org/entity/Q4280089
/m/0gwzkc3,Polish people in Pakistan,http://www.wikidata.org/entity/Q4371331
/m/0t514t8,Russians in Kyrgyzstan,http://www.wikidata.org/entity/Q4400592
/m/0w1b77h,Khoyd,http://www.wikidata.org/entity/Q4498931
/m/09vg_y,adjarians,http://www.wikidata.org/entity/Q26291
/m/01w7l3,Coquille people,http://www.wikidata.org/entity/Q27877
/m/0cgdn3,Mayo people,http://www.wikidata.org/entity/Q45162
/m/01zsjv,Maya people,http://www.wikidata.org/entity/Q45914
/m/02y805,Kongo people,http://www.wikidata.org/entity/Q640090
/m/0ds72_n,Kassena,http://www.wikidata.org/entity/Q640425
/m/08nsy5,Efutu people,http://www.wikidata.org/entity/Q641329
/m/055pw1,Nafana people,http://www.wikidata.org/entity/Q641394
/m/03h1bk8,Caribou Inuit,http://www.wikidata.org/entity/Q642019
/m/012vvx,Hakka people,http://www.wikidata.org/entity/Q660947
/m/0glpsfn,Somalis in India,http://www.wikidata.org/entity/Q7559194
/m/0bt551,Sotho–Tswana peoples,http://www.wikidata.org/entity/Q7563990
/m/0b6hz0f,Spanish immigration to Cuba,http://www.wikidata.org/entity/Q7573403
/m/064m_vg,Spanish immigration to Puerto Rico,http://www.wikidata.org/entity/Q7573404
/m/0drxrtd,Sri Lankans in Bermuda,http://www.wikidata.org/entity/Q7586132
/m/07kcv0v,Subiya people,http://www.wikidata.org/entity/Q7631357
/m/0ch36rv,Sudanese in the United Kingdom,http://www.wikidata.org/entity/Q7633387
/m/03hp85p,Swagap people,http://www.wikidata.org/entity/Q7652937
/m/0dfrqp,Biloxi people,http://www.wikidata.org/entity/Q16823244
/m/0s8wfn2,Basque Canadian,http://www.wikidata.org/entity/Q16838454
/m/0w7pygp,indigenous peoples of the Eastern Woodlands,http://www.wikidata.org/entity/Q16847401
/m/0zrs1qp,Central Africans in the United States,http://www.wikidata.org/entity/Q16858654
/m/0cc978r,Mbukushu,http://www.wikidata.org/entity/Q16882745
/m/080psfx,Yakweakwioose First Nation,http://www.wikidata.org/entity/Q16916304
/m/03ydhtv,Anglo-Indian Canadians,http://www.wikidata.org/entity/Q16961569
/m/0_1fpy8,Filipino Belgians,http://www.wikidata.org/entity/Q16971421
/m/0b__tjw,Shaikh of Bihar,http://www.wikidata.org/entity/Q7462436
/m/0k91sv8,Shreepali,http://www.wikidata.org/entity/Q7503559
/m/04csgrq,Sierra Leoneans in the United Kingdom,http://www.wikidata.org/entity/Q7511479
/m/0hr6l8s,Simono people,http://www.wikidata.org/entity/Q7520475
/m/0ds634h,Singaporean Americans,http://www.wikidata.org/entity/Q7523254
/m/0b__pw3,South Africans in the United Arab Emirates,http://www.wikidata.org/entity/Q7565914
/m/03qnnwg,Spanish Australian,http://www.wikidata.org/entity/Q7573153
/m/0bmcpbr,Sri Lankan New Zealander,http://www.wikidata.org/entity/Q7586040
/m/09cc5m,Surigaonon people,http://www.wikidata.org/entity/Q7646286
/m/01198zf7,Swedish Argentines,http://www.wikidata.org/entity/Q7654589
/m/0drwns_,Swedish Iranians,http://www.wikidata.org/entity/Q7654726
/m/0d1km9,Tacho people,http://www.wikidata.org/entity/Q7673842
/m/0cm808t,Tacuate people,http://www.wikidata.org/entity/Q7674195
/m/0gyt6mp,Tai–Kadai-speaking peoples,http://www.wikidata.org/entity/Q7676689
/m/0kbf83n,Tallapoosas,http://www.wikidata.org/entity/Q7680074
/m/0cmdl5l,Tamil Brahmin,http://www.wikidata.org/entity/Q7681244
/m/09fn8y,Tangkhul Naga,http://www.wikidata.org/entity/Q7682991
/m/0jt0fkm,Tat people,http://www.wikidata.org/entity/Q7687780
/m/0b7571z,Telugu Christian,http://www.wikidata.org/entity/Q7697879
/m/0d1l43,Tennet people,http://www.wikidata.org/entity/Q7700271
/m/0cc6c92,Tinguian people,http://www.wikidata.org/entity/Q7808196
/m/02qs5rb,Tsembaga Maring tribe,http://www.wikidata.org/entity/Q7849517
/m/0263dyj,Tukabatchee,http://www.wikidata.org/entity/Q7851809
/m/0hr64sv,Tumbwe people,http://www.wikidata.org/entity/Q7852599
/m/0fqqck_,Tunisian Americans,http://www.wikidata.org/entity/Q7853171
/m/03h4y6w,Turkish Canadians,http://www.wikidata.org/entity/Q7855244
/m/04y5c_,Aeolians,http://www.wikidata.org/entity/Q406336
/m/084q41,Pataxó,http://www.wikidata.org/entity/Q432324
/m/0ch3m_8,East Frisians,http://www.wikidata.org/entity/Q456087
/m/025rxh8,Asante,http://www.wikidata.org/entity/Q457341
/m/04_8bs,Tzotzil people,http://www.wikidata.org/entity/Q387073
/m/0d484x,Aguaruna people,http://www.wikidata.org/entity/Q397948
/m/07l585,Idoma people,http://www.wikidata.org/entity/Q403034
/m/0cmb6n6,Baganda,http://www.wikidata.org/entity/Q403656
/m/0c41n,Acadians,http://www.wikidata.org/entity/Q415054
/m/038f0l,Akha,http://www.wikidata.org/entity/Q417628
/m/026jcfb,Akyem,http://www.wikidata.org/entity/Q418389
/m/0grbg8,Akuntsu people,http://www.wikidata.org/entity/Q423752
/m/08h7m0,Kadazan-Dusun,http://www.wikidata.org/entity/Q427838
/m/03mgjhr,Dulaim,http://www.wikidata.org/entity/Q444641
/m/04q8vhn,Italian Eritreans,http://www.wikidata.org/entity/Q3804354
/m/03c9nh4,Mashco-Piro people,http://www.wikidata.org/entity/Q3850712
/m/0gd0jm,Malila people,http://www.wikidata.org/entity/Q3892152
/m/0gd_dq,Ikoma people,http://www.wikidata.org/entity/Q3892167
/m/0gd_2p,Isanzu people,http://www.wikidata.org/entity/Q3892234
/m/0cwbxj,Kineenawi people,http://www.wikidata.org/entity/Q6410681
/m/0gdrtd,Kisankasa people,http://www.wikidata.org/entity/Q6416411
/m/09k6gcj,Anil.       Kohli,http://www.wikidata.org/entity/Q6426050
/m/0jwy96j,Koma in Adamawa,http://www.wikidata.org/entity/Q6428028
/m/03csw0b,Kongsat,http://www.wikidata.org/entity/Q6429230
/m/0hzqb4c,Koraga people,http://www.wikidata.org/entity/Q6431329
/m/03nxmzx,Korean New Zealander,http://www.wikidata.org/entity/Q6431891
/m/01172lw2,Korean immigration to Hawaii,http://www.wikidata.org/entity/Q6431993
/m/01181pm9,Koreans in Indonesia,http://www.wikidata.org/entity/Q6432061
/m/03qhqz7,Koreans in Micronesia,http://www.wikidata.org/entity/Q6432065
/m/04yc7r3,Koreans in Spain,http://www.wikidata.org/entity/Q6432076
/m/02r7d7r,Korwa people,http://www.wikidata.org/entity/Q6432788
/m/0bhc7lj,Kunara,http://www.wikidata.org/entity/Q6444190
/m/0nhgt0g,Kurds in Kazakhstan,http://www.wikidata.org/entity/Q6445817
/m/09ggp3b,Kutch Gurjar Kashtriya,http://www.wikidata.org/entity/Q6448359
/m/06wwfm,Lac Courte Oreilles Band of Lake Superior Chippewa Indians,http://www.wikidata.org/entity/Q6467824
/m/0hzn9jm,Lanoh,http://www.wikidata.org/entity/Q6487290
/m/025zt8k,Larrakia people,http://www.wikidata.org/entity/Q6489790
/m/09gct53,Lawangan people,http://www.wikidata.org/entity/Q6503570
/m/027v3t4,Wuikinuxv people,http://www.wikidata.org/entity/Q8039112
/m/0rfg_br,Yang people,http://www.wikidata.org/entity/Q8048543
/m/0289gv3,Yaocomico,http://www.wikidata.org/entity/Q8049057
/m/025_n79,Yarigui people,http://www.wikidata.org/entity/Q8049335
/m/043kdd9,Yemenis in the United Kingdom,http://www.wikidata.org/entity/Q8052139
/m/03lzyr,Kabye people,http://www.wikidata.org/entity/Q8102636
/m/0k7xv4d,Barbadians in Brazil,http://www.wikidata.org/entity/Q9648264
/m/0c00cwj,Indian immigration to Brazil,http://www.wikidata.org/entity/Q10301478
/m/03gzv25,Suruí de Rondônia,http://www.wikidata.org/entity/Q10375164
/m/02q206y,Iranians in the United Kingdom,http://www.wikidata.org/entity/Q10859769
/m/0dqkm2,Jidwaq,http://www.wikidata.org/entity/Q11927550
/m/0120w8z3,Ukrainian Serbs,http://www.wikidata.org/entity/Q12152199
/m/09bnb8,Lebanese Australian,http://www.wikidata.org/entity/Q12179603
/m/0b7mb3,Krio Dayak people,http://www.wikidata.org/entity/Q6437087
/m/05b5ys3,Kucong,http://www.wikidata.org/entity/Q6441571
/m/05h9t0,Thao people,http://www.wikidata.org/entity/Q714393
/m/04jc0c1,Copper Inuit,http://www.wikidata.org/entity/Q719361
/m/0665pp,Rohilla,http://www.wikidata.org/entity/Q719549
/m/04q9xt,Duma people,http://www.wikidata.org/entity/Q724542
/m/01wwsp,Lahu people,http://www.wikidata.org/entity/Q750479
/m/055wrs,Manyika tribe,http://www.wikidata.org/entity/Q760720
/m/0c3zrlh,Tacatacuru,http://www.wikidata.org/entity/Q782594
/m/034nf5,Banu Hilal,http://www.wikidata.org/entity/Q790108
/m/01knlv,Beothuk people,http://www.wikidata.org/entity/Q661423
/m/0d2jbm,Basa people,http://www.wikidata.org/entity/Q672268
/m/02rlkn6,E De people,http://www.wikidata.org/entity/Q674880
/m/0dzs6h,Patamona people,http://www.wikidata.org/entity/Q682975
/m/06l6df,Danube Swabians,http://www.wikidata.org/entity/Q699958
/m/0fn_dg,Mission Indians,http://www.wikidata.org/entity/Q6878624
/m/08gp0m,Modh,http://www.wikidata.org/entity/Q6889284
/m/0dd7yf,Mogaveera,http://www.wikidata.org/entity/Q6890460
/m/0h65m28,Monsang Naga,http://www.wikidata.org/entity/Q6902494
/m/04jkgy4,Moroccan Dutch,http://www.wikidata.org/entity/Q6913086
/m/065z7w_,Moroccan Americans,http://www.wikidata.org/entity/Q6913088
/m/047qmvk,Moroccans in Sweden,http://www.wikidata.org/entity/Q6913144
/m/0djk93,Muhammad Shahi,http://www.wikidata.org/entity/Q6932716
/m/06c51r,Mulukanadu Brahmins,http://www.wikidata.org/entity/Q6935213
/m/0g59xm8,Muslim Barhai,http://www.wikidata.org/entity/Q6942869
/m/0g55k34,Muslim Bansphor,http://www.wikidata.org/entity/Q6942870
/m/07s9s7f,Qassar,http://www.wikidata.org/entity/Q6942892
/m/07kb6jn,Muslim Rangrez,http://www.wikidata.org/entity/Q6942958
/m/07s5qky,Muslim Teli,http://www.wikidata.org/entity/Q6942972
/m/03ctl9k,S'gaw people,http://www.wikidata.org/entity/Q7387021
/m/04g0m1q,Sabar people,http://www.wikidata.org/entity/Q7395905
/m/0drwk7j,Sakuddei,http://www.wikidata.org/entity/Q7403137
/m/02rdfpy,Salvadoran Americans,http://www.wikidata.org/entity/Q7406487
/m/0hgm2nj,Khorasani Turks,http://www.wikidata.org/entity/Q7408116
/m/0cnvdq1,Scandinavian Americans,http://www.wikidata.org/entity/Q7429945
/m/0d0d9b,Selim people,http://www.wikidata.org/entity/Q7448426
/m/08x8b5,Sfakians,http://www.wikidata.org/entity/Q7459704
/m/0479lqf,Uruguayan Brazilians,http://www.wikidata.org/entity/Q7901454
/m/0bwl067,Ute Indian Tribe of the Uintah and Ouray Reservation,http://www.wikidata.org/entity/Q7902605
/m/02q2wgp,Vaiphei people,http://www.wikidata.org/entity/Q7908820
/m/03cvqh5,Aboriginal Victorians,http://www.wikidata.org/entity/Q7927181
/m/080b6yl,Vietnamese New Zealanders,http://www.wikidata.org/entity/Q7928623
/m/011bbfmq,Vietnamese people in Senegal,http://www.wikidata.org/entity/Q7928669
/m/02vw91d,Vietnamese people in the Czech Republic,http://www.wikidata.org/entity/Q7928671
/m/02py7j0,Werji people,http://www.wikidata.org/entity/Q7983298
/m/0d2t0z,Werni people,http://www.wikidata.org/entity/Q7983552
/m/07h4wm,Wet'suwet'en,http://www.wikidata.org/entity/Q7989949
/m/0261_px,Wik peoples,http://www.wikidata.org/entity/Q7999806
/m/027mhrk,Worimi,http://www.wikidata.org/entity/Q8034515
/m/05h9m5,Bunun people,http://www.wikidata.org/entity/Q701704
/m/09rs442,German-Russians,http://www.wikidata.org/entity/Q702193
/m/03m6gvr,Vietnamese people in Taiwan,http://www.wikidata.org/entity/Q714313
/m/026w5s,Illyrians,http://www.wikidata.org/entity/Q146715
/m/06mvq,Swedes,http://www.wikidata.org/entity/Q165192
/m/0fy23t,Cora people,http://www.wikidata.org/entity/Q1131790
/m/027_v9s,Cornovii (Caithness),http://www.wikidata.org/entity/Q1134242
/m/01zrz5,Quiché,http://www.wikidata.org/entity/Q1137419
/m/0d2by,Chinese Americans,http://www.wikidata.org/entity/Q1146100
/m/06t4rv,Houma people,http://www.wikidata.org/entity/Q51716
/m/03c862t,Chatot people,http://www.wikidata.org/entity/Q56186
/m/0260q28,Shatuo,http://www.wikidata.org/entity/Q1367368
/m/03m79r5,Quinquegentiani,http://www.wikidata.org/entity/Q1411431
/m/0118c5ym,Mitsogho people,http://www.wikidata.org/entity/Q1427215
/m/0492pt,Tivertsi,http://www.wikidata.org/entity/Q1429276
/m/07n0p9,Kirdi,http://www.wikidata.org/entity/Q1430603
/m/026wg11,Croats of Bosnia and Herzegovina,http://www.wikidata.org/entity/Q1431089
/m/07dn9f,Mumuye people,http://www.wikidata.org/entity/Q2662560
/m/0gdr50,Jukun people,http://www.wikidata.org/entity/Q2664002
/m/01_y9c,Iyer,http://www.wikidata.org/entity/Q2736999
/m/0j7kwst,Adyumba people,http://www.wikidata.org/entity/Q2825421
/m/02646xh,Paipai people,http://www.wikidata.org/entity/Q2876746
/m/04_16w5,Barí people,http://www.wikidata.org/entity/Q2884551
